Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
382,2,4,1434,3,ACCELERATING,false,0,3,1,15,0,,,14,12,17
383,2,4,1440,3,HIT_MUD,false,0,4,1,15,0,,,14,12,14
384,2,4,1443,3,ACCELERATING,false,0,4,1,15,0,,,14,12,14
385,2,4,1446,3,ACCELERATING,false,0,4,1,15,0,,,14,12,14
386,2,4,1449,3,ACCELERATING,false,0,4,1,15,0,,,14,13,18
387,2,4,1452,0,HIT_MUD,false,0,5,1,15,0,,,15,13,19
388,2,4,1452,0,FIXED_CAR,false,0,3,1,15,0,,,15,13,19
389,2,4,1455,3,ACCELERATING,false,0,3,1,15,0,,,15,13,19
390,2,4,1461,6,ACCELERATING,false,0,3,1,15,0,,,16,13,23
391,2,4,1467,6,USED_BOOST,true,5,3,0,15,0,,,16,13,27
392,2,4,1473,6,ACCELERATING,true,4,3,0,15,0,,,16,13,27
393,2,4,1479,6,ACCELERATING,true,3,3,0,15,0,,,16,13,27
394,2,4,1485,3,HIT_MUD,false,0,4,0,15,0,,,16,13,24
395,2,4,1488,0,HIT_MUD,false,0,5,0,15,0,,,17,13,25
396,2,4,1488,0,FIXED_CAR,false,0,3,0,15,0,,,17,13,25
397,2,4,1491,0,HIT_MUD,false,0,5,0,15,0,,,17,13,19
398,2,4,1491,0,FIXED_CAR,false,0,3,0,15,0,,,17,13,19
399,2,4,1494,3,ACCELERATING,false,0,3,1,15,0,,,17,13,23
